longitude,latitude,housing_median_age,median_house_value,bedroom_ratio,household_rooms,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-117.85,33.86,18,187500,0.218844985,4.633802817,1,0,0,0,0
-117.85,33.89,22,262300,0.162935323,6.330708661,1,0,0,0,0
-117.85,33.88,14,288500,0.14327793,7.010324484,1,0,0,0,0
-117.86,33.88,20,272200,0.135780739,7.351201479,1,0,0,0,0
-117.85,33.87,15,301900,0.158723907,6.690382082,1,0,0,0,0
-117.85,33.9,20,260500,0.1609538,6.193846154,1,0,0,0,0
-117.85,33.9,25,242200,0.165374677,5.885931559,1,0,0,0,0
-117.84,33.89,24,226900,0.158831004,6.635750422,1,0,0,0,0
-117.85,33.89,24,240600,0.151232712,6.732793522,1,0,0,0,0
-117.88,33.87,21,145300,0.255431205,4.150273224,1,0,0,0,0
-117.87,33.86,19,324400,0.200716846,5.352517986,1,0,0,0,0
-117.87,33.87,7,162400,0.241081487,3.933530281,1,0,0,0,0
-117.87,33.87,15,158500,0.250790306,4.171428571,1,0,0,0,0
-117.87,33.87,16,297100,0.276276276,4.515254237,1,0,0,0,0
-117.86,33.87,19,216000,0.175361408,6.713080169,1,0,0,0,0
-117.88,33.85,18,200000,0.263585952,4.013353116,1,0,0,0,0
-117.87,33.86,28,142800,0.231675393,4.502946955,1,0,0,0,0
-117.88,33.85,22,113900,0.218099548,4.437751004,1,0,0,0,0
-117.81,33.89,13,297900,0.179274293,5.838420108,1,0,0,0,0
-117.82,33.88,18,327500,0.15136226,6.117283951,1,0,0,0,0
-117.82,33.89,24,238300,0.194188192,5.460957179,1,0,0,0,0
-117.81,33.88,19,371700,0.169474394,6.466230937,1,0,0,0,0
-117.82,33.89,21,278900,0.165313413,6.414583333,1,0,0,0,0
-117.78,33.86,16,246100,0.203975799,5.023154848,1,0,0,0,0
-117.76,33.87,16,263700,0.149760886,6.909565217,1,0,0,0,0
-117.83,33.9,23,272800,0.147179068,6.813370474,1,0,0,0,0
-117.84,33.9,24,299600,0.129425421,7.867579909,1,0,0,0,0
-117.83,33.89,25,245700,0.155440415,6.554716981,1,0,0,0,0
-117.83,33.88,23,259400,0.150105708,6.81556196,1,0,0,0,0
-117.84,33.89,19,264300,0.152934537,6.328571429,1,0,0,0,0
-117.83,33.88,18,231700,0.160984848,6.704761905,1,0,0,0,0
-117.82,33.88,15,280300,0.165986647,6.519951632,1,0,0,0,0
-117.83,33.87,5,243900,0.207861139,4.898805341,1,0,0,0,0
-117.81,33.88,19,461300,0.124944812,8.11827957,1,0,0,0,0
-117.81,33.87,19,233500,0.151413939,6.397435897,1,0,0,0,0
-117.8,33.87,16,206100,0.215149479,4.924731183,1,0,0,0,0
-117.81,33.86,18,235000,0.218045113,5.782608696,1,0,0,0,0
-117.87,33.92,14,303000,0.165635058,6.028358209,1,0,0,0,0
-117.88,33.92,13,308800,0.220838396,4.716332378,1,0,0,0,0
-117.85,33.92,11,371800,0.12308616,8.007211538,1,0,0,0,0
-117.87,33.92,17,272400,0.166994536,6.207598372,1,0,0,0,0
-117.83,33.93,14,306400,0.144171779,7.271375465,1,0,0,0,0
-117.8,33.92,16,277500,0.169444922,6.366520788,1,0,0,0,0
-117.8,33.89,25,357900,0.122076258,8.023136247,1,0,0,0,0
-117.79,33.88,17,252600,0.157790236,6.506079027,1,0,0,0,0
-117.78,33.87,16,169600,0.169727224,6.005353319,1,0,0,0,0
-117.78,33.88,16,301900,0.132222222,7.692307692,1,0,0,0,0
-117.78,33.9,14,268200,0.144414169,6.901548673,1,0,0,0,0
-117.82,33.9,25,259300,0.149516271,6.932926829,1,0,0,0,0
-117.8,33.9,22,354900,0.128191489,8.156182213,1,0,0,0,0
-117.74,33.89,4,366300,0.144212774,7.31104259,1,0,0,0,0
-117.76,33.88,9,307800,0.15688301,6.961151079,1,0,0,0,0
-117.77,33.88,8,410200,0.128641773,7.873990307,1,0,0,0,0
-117.78,33.89,7,415300,0.124370439,8.014003295,1,0,0,0,0
-117.8,33.85,23,233000,0.154707044,6.936073059,1,0,0,0,0
-117.82,33.85,21,235900,0.155205532,6.674358974,1,0,0,0,0
-117.82,33.85,18,213500,0.168508287,5.552147239,1,0,0,0,0
-117.8,33.85,16,304900,0.153456998,6.872516556,1,0,0,0,0
-117.82,33.84,25,454300,0.113534676,8.239631336,1,0,0,0,0
-117.81,33.84,17,460100,0.118581626,8.973140496,1,0,0,0,0
-117.79,33.84,9,365300,0.152899657,7.388301621,1,0,0,0,0
-117.78,33.85,16,335600,0.133298069,7.577154309,1,0,0,0,0
-117.78,33.86,16,266000,0.150341686,6.935229068,1,0,0,0,0
-117.76,33.87,16,288200,0.134820867,7.434579439,1,0,0,0,0
-117.78,33.81,23,380000,0.139979859,7.638461538,1,0,0,0,0
-117.77,33.8,16,417000,0.121570602,8.789823009,1,0,0,0,0
-117.8,33.79,13,231400,0.179119248,5.926686217,1,0,0,0,0
-117.79,33.8,11,283200,0.153773137,6.495067818,1,0,0,0,0
-117.77,33.85,13,353100,0.152723915,7.584033613,1,0,0,0,0
-117.76,33.84,15,410500,0.135494155,8.042735043,1,0,0,0,0
-117.75,33.84,16,270500,0.143798339,6.858546169,1,0,0,0,0
-117.76,33.83,15,300700,0.14808814,7.077981651,1,0,0,0,0
-117.77,33.84,5,266400,0.163242009,5.910931174,1,0,0,0,0
-117.76,33.86,14,500001,0.120567376,8.466512702,1,0,0,0,0
-117.75,33.83,14,388300,0.120717781,8.916363636,1,0,0,0,0
-117.74,33.85,4,314000,0.15140325,9.289879931,1,0,0,0,0
-117.78,33.82,12,413700,0.120811856,8.400541272,1,0,0,0,0
-117.76,33.81,2,500001,0.120274914,9.09375,1,0,0,0,0
-117.81,33.8,25,230700,0.171790235,5.833333333,1,0,0,0,0
-117.81,33.79,25,204600,0.194117647,5.592105263,1,0,0,0,0
-117.8,33.81,14,388700,0.11774461,8.093959732,1,0,0,0,0
-117.8,33.78,18,290300,0.133596392,7.902004454,1,0,0,0,0
-117.8,33.78,17,242000,0.194538424,5.305128205,1,0,0,0,0
-117.69,33.8,5,237100,0.198552549,5.469879518,1,0,0,0,0
-117.66,33.61,16,286900,0.1256182,7.488888889,1,0,0,0,0
-117.66,33.62,16,256600,0.162607626,6.391509434,1,0,0,0,0
-117.67,33.61,24,227400,0.171287898,6.184294872,1,0,0,0,0
-117.66,33.61,17,248400,0.14982679,6.535849057,1,0,0,0,0
-117.66,33.61,21,274000,0.137681159,6.755244755,1,0,0,0,0
-117.66,33.6,24,279600,0.137767221,7.32173913,1,0,0,0,0
-117.66,33.6,25,278100,0.139385848,7.550403226,1,0,0,0,0
-117.67,33.61,23,243200,0.160813824,6.305799649,1,0,0,0,0
-117.68,33.63,16,143100,0.227481794,4.638222222,1,0,0,0,0
-117.68,33.63,13,257400,0.157975986,6.543209877,1,0,0,0,0
-117.67,33.63,9,202200,0.228611015,4.564426877,1,0,0,0,0
-117.62,33.77,43,186400,0.229722658,4.413394919,1,0,0,0,0
-117.6,33.72,36,272500,0.173120729,6.154205607,1,0,0,0,0
-117.67,33.6,25,266000,0.141908976,6.984547461,1,0,0,0,0
-117.66,33.59,18,288100,0.155096661,6.78390462,1,0,0,0,0
-117.67,33.6,20,314800,0.140972795,7.135294118,1,0,0,0,0
-117.66,33.58,16,315600,0.130636605,7.895287958,1,0,0,0,0
-117.67,33.57,18,280300,0.130111524,7.722488038,1,0,0,0,0
-117.66,33.57,16,286600,0.132101941,7.790528233,1,0,0,0,0
-117.7,33.62,16,197200,0.207189475,5.022372529,1,0,0,0,0
-117.69,33.62,18,282700,0.136225088,7.840073529,1,0,0,0,0
-117.68,33.61,19,248000,0.136731938,6.731818182,1,0,0,0,0
-117.69,33.61,16,236200,0.19269103,5.594795539,1,0,0,0,0
-117.68,33.6,19,303900,0.117556862,8.618942731,1,0,0,0,0
-117.65,33.65,16,234800,0.169050715,5.938223938,1,0,0,0,0
-117.66,33.64,17,250800,0.157894737,6.101923077,1,0,0,0,0
-117.67,33.64,11,164100,0.203526819,5.358267717,1,0,0,0,0
-117.66,33.65,13,237900,0.159962472,6.12132089,1,0,0,0,0
-117.65,33.65,15,251900,0.14892396,7.18556701,1,0,0,0,0
-117.65,33.63,16,351300,0.125442739,7.93442623,1,0,0,0,0
-117.65,33.65,15,294800,0.142372162,7.002971768,1,0,0,0,0
-117.66,33.63,16,223300,0.184904517,5.46192053,1,0,0,0,0
-117.63,33.65,10,288700,0.137150838,7.665952891,1,0,0,0,0
-117.62,33.64,2,484100,0.114106823,9.906329114,1,0,0,0,0
-117.64,33.63,10,436600,0.133568758,8.18707483,1,0,0,0,0
-117.64,33.64,11,293200,0.177126342,6.13164557,1,0,0,0,0
-117.64,33.65,4,216600,0.220988015,4.754690757,1,0,0,0,0
-117.63,33.62,9,196700,0.184402161,5.71409396,1,0,0,0,0
-117.63,33.63,6,238000,0.178943937,5.723880597,1,0,0,0,0
-117.65,33.62,15,275000,0.15140325,6.961439589,1,0,0,0,0
-117.64,33.62,16,184800,0.194206549,5.408719346,1,0,0,0,0
-117.66,33.62,16,257800,0.154396135,6.365313653,1,0,0,0,0
-117.64,33.61,14,247900,0.154816514,6.235995232,1,0,0,0,0
-117.65,33.6,13,316100,0.185424752,6.102631579,1,0,0,0,0
-117.64,33.59,4,348000,0.116982285,8.394871795,1,0,0,0,0
-117.65,33.57,5,195600,0.25025025,4.479820628,1,0,0,0,0
-117.65,33.58,2,331400,0.146827043,11.11059908,1,0,0,0,0
-117.66,33.57,16,214200,0.17841321,6.2075,1,0,0,0,0
-117.65,33.59,8,337900,0.128350321,7.483050847,1,0,0,0,0
-117.67,33.54,16,170800,0.166508088,6.408536585,1,0,0,0,0
-117.67,33.54,15,181800,0.179529509,5.728132388,1,0,0,0,0
-117.67,33.55,6,222300,0.228381375,4.446478873,1,0,0,0,0
-117.67,33.56,4,184400,0.221343874,5.204113924,1,0,0,0,0
-117.64,33.51,15,286000,0.14572576,6.361313869,1,0,0,0,0
-117.64,33.51,14,363200,0.130305287,7.298913043,1,0,0,0,0
-117.55,33.52,15,447400,0.145539906,9.466666667,1,0,0,0,0
-117.59,33.61,3,378200,0.143334447,7.674358974,1,0,0,0,0
-117.58,33.6,5,495400,0.123223635,9.636036036,1,0,0,0,0
-117.49,33.64,3,302000,0.146720757,8.640701071,1,0,0,0,0
-117.59,33.67,29,279800,0.17579722,5.995098039,1,0,0,0,0
-117.53,33.69,6,483300,0.224669604,10.55813953,1,0,0,0,0
-117.59,33.66,3,167800,0.212271973,4.202090592,1,0,0,0,0
-117.58,33.66,4,215000,0.194856278,5.5360134,1,0,0,0,0
-117.58,33.65,4,190300,0.211,5.18134715,1,0,0,0,0
-117.59,33.66,4,260800,0.165402124,5.857777778,1,0,0,0,0
-117.59,33.65,2,151900,0.245473251,4.529356943,1,0,0,0,0
-117.6,33.65,4,233900,0.160816847,6.46185567,1,0,0,0,0
-117.61,33.67,3,284900,0.158555384,7.789022298,1,0,0,0,0
-117.64,33.66,6,204000,0.233097108,4.665773012,1,0,0,0,0
-117.59,33.65,4,182800,0.217512549,4.64507772,1,0,0,0,0
-117.58,33.65,4,500001,0.310087173,3.769953052,1,0,0,0,0
-117.61,33.63,2,219000,0.174647285,6.570224719,1,0,0,0,0
-117.65,33.53,7,500001,0.115203992,10.00587372,1,0,0,0,0
-117.62,33.42,23,500001,0.193900602,6.105747126,0,0,0,0,1
-117.63,33.38,12,500001,0.183495822,6.781582054,0,0,0,0,1
-117.61,33.41,35,402900,0.158059468,6.406015038,0,0,0,0,1
-117.61,33.42,31,282000,0.216216216,5.108387097,0,0,0,0,1
-117.6,33.41,29,309200,0.177382581,5.666666667,0,0,0,0,1
-117.62,33.47,4,294200,0.140728477,8.587677725,0,0,0,0,1
-117.63,33.45,5,363500,0.170188786,6.646067416,0,0,0,0,1
-117.63,33.47,4,310800,0.142204165,7.265682657,0,0,0,0,1
-117.61,33.45,6,220700,0.193684211,5.107526882,0,0,0,0,1
-117.63,33.46,7,387300,0.14159292,7.269631031,0,0,0,0,1
-117.65,33.42,25,249400,0.196872125,6.176136364,0,0,0,0,1
-117.64,33.45,27,284100,0.167664671,7.260869565,0,0,0,0,1
-117.62,33.43,27,247100,0.22506812,4.867374005,0,0,0,0,1
-117.62,33.43,27,231000,0.275272162,4.419243986,0,0,0,0,1
-117.62,33.43,24,231300,0.296296296,3.53133515,0,0,0,0,1
-117.65,33.4,17,370800,0.238947753,5.56300813,0,0,0,0,1
-117.62,33.43,23,240600,0.235686081,4.717112922,0,0,0,0,1
-117.61,33.43,33,187500,0.333043478,3.627760252,0,0,0,0,1
-117.62,33.42,27,190600,0.264676617,4.135802469,0,0,0,0,1
-117.62,33.42,27,310000,0.28531856,4.643086817,0,0,0,0,1
-117.6,33.45,4,243800,0.238919375,5.445977011,0,0,0,0,1
-117.59,33.44,3,341300,0.217443661,5.584053794,0,0,0,0,1
-117.59,33.4,22,252100,0.234606883,4.933021807,0,0,0,0,1
-117.59,33.41,17,246000,0.199288256,5.314420804,0,0,0,0,1
-117.6,33.42,23,280600,0.185737309,5.84,0,0,0,0,1
-117.61,33.43,24,346500,0.17325228,6.07651715,0,0,0,0,1
-117.6,33.43,21,414000,0.14224247,7.276243094,0,0,0,0,1
-117.61,33.44,17,346200,0.133595285,7.683018868,0,0,0,0,1
-117.59,33.43,14,358800,0.150170648,6.604508197,0,0,0,0,1
-117.67,33.47,22,500001,0.225806452,4.819787986,1,0,0,0,0
-117.67,33.46,24,277800,0.202184262,6.576427256,1,0,0,0,0
-117.67,33.44,25,500001,0.173346693,7.302439024,1,0,0,0,0
-117.67,33.46,18,300000,0.161405599,6.53307393,1,0,0,0,0
-117.66,33.46,26,288100,0.178485287,6.097058824,1,0,0,0,0
-117.66,33.46,28,312700,0.184773989,5.210743802,1,0,0,0,0
-117.66,33.48,22,500001,0.22249691,5.152866242,1,0,0,0,0
-117.65,33.49,16,248800,0.20422852,5.819371728,1,0,0,0,0
-117.64,33.49,3,271600,0.170508744,7.465875371,1,0,0,0,0
-117.65,33.48,10,402200,0.167049369,6.26618705,1,0,0,0,0
-117.65,33.48,6,500001,0.114774115,9.413793103,1,0,0,0,0
-117.63,33.5,12,353600,0.148107212,7.355691057,1,0,0,0,0
-117.63,33.47,4,256000,0.174568966,4.863731656,0,0,0,0,1
-117.65,33.46,19,277300,0.161927779,6.586142322,1,0,0,0,0
-117.64,33.48,12,275900,0.197807673,5.380697051,1,0,0,0,0
-117.65,33.45,15,239300,0.170728441,6.136400986,0,0,0,0,1
-117.73,33.49,31,500001,0.152190923,7.888888889,1,0,0,0,0
-117.76,33.48,38,381200,0.21111691,6.025157233,1,0,0,0,0
-117.74,33.51,29,500001,0.156395349,6.666666667,1,0,0,0,0
-117.73,33.53,3,420600,0.144020038,7.7997558,1,0,0,0,0
-117.72,33.54,13,244800,0.166872174,6.638472033,1,0,0,0,0
-117.72,33.53,14,251300,0.176435407,5.706484642,1,0,0,0,0
-117.72,33.51,17,324000,0.165053912,6.334500876,1,0,0,0,0
-117.72,33.49,4,500001,0.202594535,6.835849057,1,0,0,0,0
-117.73,33.49,17,500001,0.133763838,7.770609319,1,0,0,0,0
-117.73,33.51,5,295900,0.172785228,7.19778481,1,0,0,0,0
-117.69,33.6,19,288100,0.123245368,7.578723404,1,0,0,0,0
-117.68,33.6,24,265900,0.13394683,7.640625,1,0,0,0,0
-117.69,33.6,17,227000,0.167906977,6.417910448,1,0,0,0,0
-117.7,33.6,16,216900,0.23374761,5.336734694,1,0,0,0,0
-117.69,33.6,16,279500,0.178231293,5.485074627,1,0,0,0,0
-117.69,33.6,12,332000,0.129220381,7.489655172,1,0,0,0,0
-117.69,33.59,13,348100,0.128313253,7.703016241,1,0,0,0,0
-117.68,33.59,12,314000,0.134177944,7.717777778,1,0,0,0,0
-117.69,33.58,5,330000,0.151392633,6.800407332,1,0,0,0,0
-117.68,33.59,8,500001,0.113021057,9.860169492,1,0,0,0,0
-117.69,33.58,8,500001,0.121579494,8.225071225,1,0,0,0,0
-117.68,33.47,7,285600,0.163974877,6.332386364,1,0,0,0,0
-117.68,33.48,15,231400,0.167413214,6.09556314,1,0,0,0,0
-117.68,33.49,17,214500,0.166666667,5.797402597,1,0,0,0,0
-117.68,33.49,16,106300,0.234760052,4.469565217,1,0,0,0,0
-117.67,33.49,15,183300,0.208123652,5.299047619,1,0,0,0,0
-117.67,33.49,10,250000,0.166666667,6,1,0,0,0,0
-117.68,33.51,19,480800,0.146075085,6.813953488,1,0,0,0,0
-117.68,33.49,18,294300,0.149772346,6.582018927,1,0,0,0,0
-117.69,33.48,25,288500,0.14845679,6.519114688,1,0,0,0,0
-117.69,33.47,13,305600,0.187128713,6.965517241,1,0,0,0,0
-117.66,33.5,16,186300,0.176891616,6,1,0,0,0,0
-117.67,33.51,17,120400,0.227272727,4.877598152,1,0,0,0,0
-117.67,33.51,18,126400,0.238905775,4.633802817,1,0,0,0,0
-117.67,33.51,19,184400,0.19554849,5.54185022,1,0,0,0,0
-117.69,33.47,23,300000,0.20634467,5.518927445,1,0,0,0,0
-117.7,33.47,20,320800,0.230183893,4.735735736,1,0,0,0,0
-117.7,33.47,21,305600,0.241847826,4.580912863,1,0,0,0,0
-117.69,33.47,19,243800,0.239306358,4.544658494,1,0,0,0,0
-117.7,33.47,21,350000,0.214862682,4.886842105,1,0,0,0,0
-117.72,33.43,5,500001,0.190047644,7.678861789,1,0,0,0,0
-117.68,33.55,5,315500,0.188770999,5.626865672,1,0,0,0,0
-117.68,33.54,5,341400,0.141901408,7.047146402,1,0,0,0,0
-117.68,33.52,5,322800,0.174537421,6.386243386,1,0,0,0,0
-117.69,33.55,9,318300,0.148080913,6.694444444,1,0,0,0,0
-117.69,33.54,20,272000,0.158460668,6.221830986,1,0,0,0,0
-117.69,33.53,17,282900,0.154334457,6.293383271,1,0,0,0,0
-117.69,33.52,4,325000,0.29178338,4.434782609,1,0,0,0,0
-117.7,33.51,2,279000,0.145029462,8.782971619,1,0,0,0,0
-117.69,33.52,3,278200,0.195823162,5.765441751,1,0,0,0,0
-117.7,33.53,5,288500,0.187220066,5.880597015,1,0,0,0,0
-117.71,33.52,17,340900,0.16773934,6.886426593,1,0,0,0,0
-117.71,33.51,11,487000,0.114649682,7.822064057,1,0,0,0,0
-117.71,33.51,12,500001,0.149272883,7.819397993,1,0,0,0,0
-117.68,33.57,2,500001,0.145183853,8.78665496,1,0,0,0,0
-117.69,33.55,4,384200,0.124716553,7.875,1,0,0,0,0
-117.69,33.55,3,274300,0.164400494,6.577235772,1,0,0,0,0
-117.7,33.54,4,354700,0.139830508,7.9296,1,0,0,0,0
-117.7,33.55,12,262100,0.158601057,6.289002558,1,0,0,0,0
-117.7,33.56,2,298500,0.144412879,8.091954023,1,0,0,0,0
-117.7,33.56,3,183300,0.260744986,4.458029197,1,0,0,0,0
-117.7,33.57,4,138500,0.277490101,4.198209719,1,0,0,0,0
-117.71,33.54,7,453800,0.11758712,8.825539568,1,0,0,0,0
-117.71,33.54,15,318300,0.149593496,7.6875,1,0,0,0,0
-117.71,33.58,2,187500,0.222134387,4.960784314,1,0,0,0,0
-117.7,33.57,9,119900,0.294850498,4.109215017,1,0,0,0,0
-117.71,33.57,4,226000,0.228944968,5.052227343,1,0,0,0,0
-117.71,33.57,6,144300,0.239858426,4.782552083,1,0,0,0,0
-117.68,33.51,4,268500,0.165156507,6.29015544,1,0,0,0,0
-117.69,33.51,4,173000,0.224856909,5.012295082,1,0,0,0,0
-117.7,33.5,4,245400,0.189281157,5.921914358,1,0,0,0,0
-117.71,33.49,5,397700,0.151190476,7.272727273,1,0,0,0,0
-117.7,33.5,4,434700,0.138747659,7.42204568,1,0,0,0,0
-117.7,33.48,10,336700,0.184499711,7.357446809,1,0,0,0,0
-117.7,33.48,6,340300,0.162507535,7.038608401,1,0,0,0,0
-117.71,33.47,14,368500,0.17257319,6.190779014,1,0,0,0,0
-117.74,33.46,9,454100,0.200487508,7.261061947,1,0,0,0,0
-117.71,33.47,17,345700,0.169339799,6.53902439,1,0,0,0,0
-117.7,33.68,29,162500,0.191858407,5.350378788,1,0,0,0,0
-117.76,33.71,14,355100,0.134691044,7.475778547,1,0,0,0,0
-117.75,33.71,15,158300,0.188487188,5.478846154,1,0,0,0,0
-117.76,33.7,12,344900,0.142608696,6.845238095,1,0,0,0,0
-117.77,33.71,15,337100,0.140342531,6.937293729,1,0,0,0,0
-117.77,33.7,3,207500,0.2059956,5.224137931,1,0,0,0,0
-117.77,33.7,4,137500,0.254292723,4.367857143,1,0,0,0,0
-117.69,33.65,16,274600,0.146770026,7.301886792,1,0,0,0,0
-117.71,33.65,16,307400,0.120826709,8.776744186,1,0,0,0,0
-117.7,33.65,16,355600,0.145218418,7.3174946,1,0,0,0,0
-117.71,33.64,14,308900,0.120882852,8.791044776,1,0,0,0,0
-117.71,33.63,16,220600,0.175079872,5.589285714,1,0,0,0,0
-117.71,33.63,16,241800,0.200240288,5.475877193,1,0,0,0,0
-117.71,33.63,16,219700,0.215722121,5.160377358,1,0,0,0,0
-117.7,33.63,16,286800,0.168247516,6.492668622,1,0,0,0,0
-117.72,33.64,16,67500,0.196747967,5,1,0,0,0,0
-117.7,33.62,19,225600,0.16638485,5.973737374,1,0,0,0,0
-117.7,33.63,23,241700,0.155694536,6.967889908,1,0,0,0,0
-117.71,33.62,22,242800,0.153571429,6.445012788,1,0,0,0,0
-117.76,33.72,11,386100,0.137089618,7.867364747,1,0,0,0,0
-117.76,33.72,14,368700,0.128860844,8.115902965,1,0,0,0,0
-117.75,33.72,10,362500,0.140827922,6.732240437,1,0,0,0,0
-117.76,33.72,15,148400,0.282678002,3.794354839,1,0,0,0,0
-117.76,33.71,15,108300,0.346534653,2.953216374,1,0,0,0,0
-117.74,33.73,18,87500,0.207317073,5.466666667,1,0,0,0,0
-117.69,33.66,11,350500,0.124334601,7.471590909,1,0,0,0,0
-117.69,33.66,5,225700,0.162270372,5.880886427,1,0,0,0,0
-117.67,33.67,5,309200,0.193183976,5.654320988,1,0,0,0,0
-117.67,33.66,4,237400,0.214348894,5.274753758,1,0,0,0,0
-117.68,33.65,6,239900,0.184223184,5.739922695,1,0,0,0,0
-117.64,33.68,4,243400,0.170564445,6.062899787,1,0,0,0,0
-117.7,33.72,6,500001,0.241706161,4.795454545,1,0,0,0,0
-117.69,33.65,15,302000,0.138672599,7.640226629,1,0,0,0,0
-117.7,33.64,15,326600,0.134598642,7.429495472,1,0,0,0,0
-117.69,33.63,23,273800,0.180055402,5.707509881,1,0,0,0,0
-117.69,33.64,18,215800,0.172878668,6.07223114,1,0,0,0,0
-117.69,33.64,16,262000,0.143518519,6.767624021,1,0,0,0,0
-117.82,33.71,9,162500,0.190549366,5.323108384,1,0,0,0,0
-117.82,33.72,24,272800,0.140490798,7.375565611,1,0,0,0,0
-117.81,33.73,17,261300,0.177798683,5.808743169,1,0,0,0,0
-117.8,33.72,16,201400,0.193351165,5.121330724,1,0,0,0,0
-117.81,33.71,16,302400,0.14516129,7.682997118,1,0,0,0,0
-117.82,33.72,24,276500,0.132873167,7.183884298,1,0,0,0,0
-117.77,33.7,15,187200,0.191810345,5.292775665,1,0,0,0,0
-117.77,33.69,14,184100,0.263269639,4.180473373,1,0,0,0,0
-117.77,33.69,15,154000,0.226,4.310344828,1,0,0,0,0
-117.77,33.69,16,55000,0.204681873,4.958333333,1,0,0,0,0
-117.78,33.69,16,238900,0.171416419,5.776412776,1,0,0,0,0
-117.78,33.68,19,315600,0.1324,7.645259939,1,0,0,0,0
-117.78,33.69,16,295500,0.147352941,6.967213115,1,0,0,0,0
-117.8,33.69,16,325500,0.16284153,6.678832117,1,0,0,0,0
-117.79,33.69,16,313900,0.156657963,6.177419355,1,0,0,0,0
-117.79,33.68,16,326100,0.154154154,6.682274247,1,0,0,0,0
-117.8,33.68,14,306700,0.195825427,5.280561122,1,0,0,0,0
-117.8,33.69,14,251000,0.201111111,4.825737265,1,0,0,0,0
-117.8,33.69,15,328000,0.153406384,6.83713355,1,0,0,0,0
-117.8,33.68,5,225000,0.23434992,4.580882353,1,0,0,0,0
-117.8,33.68,8,274100,0.171751969,5.976470588,1,0,0,0,0
-117.81,33.67,8,342900,0.163012393,6.376899696,1,0,0,0,0
-117.81,33.67,8,242500,0.205737705,5.051759834,1,0,0,0,0
-117.81,33.67,9,199600,0.190810466,5.329931973,1,0,0,0,0
-117.81,33.67,9,275000,0.162628337,6.324675325,1,0,0,0,0
-117.81,33.67,9,296600,0.161634645,6.429411765,1,0,0,0,0
-117.81,33.68,8,192200,0.210285132,4.837438424,1,0,0,0,0
-117.78,33.68,15,234300,0.179934569,5.935275081,1,0,0,0,0
-117.78,33.68,14,236800,0.192,5.833333333,1,0,0,0,0
-117.79,33.68,13,311500,0.157814871,6.524752475,1,0,0,0,0
-117.78,33.68,11,235600,0.239217653,4.851581509,1,0,0,0,0
-117.79,33.68,9,265900,0.180649112,5.498316498,1,0,0,0,0
-117.79,33.68,10,375300,0.151471985,6.343373494,1,0,0,0,0
-117.8,33.67,5,240000,0.197498105,5.495833333,1,0,0,0,0
-117.8,33.67,5,302500,0.156011259,6.264483627,1,0,0,0,0
-117.8,33.67,4,329100,0.165022422,6.20593692,1,0,0,0,0
-117.81,33.69,5,450000,0.203821656,4.361111111,1,0,0,0,0
-117.81,33.68,4,500001,0.196763754,5.219594595,1,0,0,0,0
-117.82,33.68,4,360600,0.158246657,6.146118721,1,0,0,0,0
-117.82,33.68,3,333600,0.161016949,6.312757202,1,0,0,0,0
-117.82,33.67,17,290700,0.15164076,6.433333333,1,0,0,0,0
-117.83,33.68,4,184500,0.259764414,4.0325,1,0,0,0,0
-117.82,33.68,3,358000,0.205348346,5.725221595,1,0,0,0,0
-117.77,33.67,12,160200,0.246708247,4.426380368,1,0,0,0,0
-117.77,33.72,10,278700,0.153108348,7.072864322,1,0,0,0,0
-117.77,33.72,9,304700,0.146771946,6.645061728,1,0,0,0,0
-117.77,33.71,13,379800,0.12738525,7.946721311,1,0,0,0,0
-117.77,33.71,5,375700,0.144197531,6.772575251,1,0,0,0,0
-117.77,33.71,4,227800,0.195018226,5.486666667,1,0,0,0,0
-117.78,33.71,16,331200,0.131853194,7.165584416,1,0,0,0,0
-117.78,33.71,4,195400,0.238193018,4.798029557,1,0,0,0,0
-117.79,33.73,3,291300,0.171116505,6.488188976,1,0,0,0,0
-117.78,33.7,16,233900,0.150330728,8.151960784,1,0,0,0,0
-117.79,33.7,16,247100,0.175427385,5.618491921,1,0,0,0,0
-117.79,33.71,16,283200,0.148683365,6.639658849,1,0,0,0,0
-117.79,33.71,16,313400,0.135983594,7.683636364,1,0,0,0,0
-117.79,33.7,6,239500,0.232893911,4.203166227,1,0,0,0,0
-117.8,33.7,5,194000,0.244028405,4.363380282,1,0,0,0,0
-117.79,33.7,16,227700,0.175847458,5.803278689,1,0,0,0,0
-117.79,33.69,15,244800,0.168533333,5.933544304,1,0,0,0,0
-117.79,33.69,16,340000,0.1291164,8.244623656,1,0,0,0,0
-117.8,33.69,13,333300,0.248923342,3.922297297,1,0,0,0,0
-117.8,33.55,38,433300,0.264086511,4.124413146,1,0,0,0,0
-117.79,33.56,36,500001,0.159941663,6.656957929,1,0,0,0,0
-117.81,33.56,24,500001,0.160274848,8.321808511,1,0,0,0,0
-117.8,33.55,35,500001,0.207063377,5.482758621,1,0,0,0,0
-117.77,33.6,33,237500,0.32388664,3.528571429,1,0,0,0,0
-117.8,33.53,41,500001,0.242439266,5.004962779,1,0,0,0,0
-117.78,33.54,29,450000,0.325123153,4.191740413,1,0,0,0,0
-117.79,33.55,39,452100,0.255033557,4.535362578,1,0,0,0,0
